Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
244,1153,1,11,1979,N,82,1367
763,995,3,80,1421,N,284,1268
681,1028,1,18,3220,N,284,300
684,17,1,80,965,Y,284,1268
263,1190,1,7,670,Y,284,1268
263,1190,1,80,670,Y,284,1268
263,1153,1,6,1509,N,147,1241
508,1175,1,14,3106,N,284,1268
553,1153,1,10,2611,N,147,1404
263,1045,1,15,1642,N,74,1268
401,857,1,1,2004,N,284,1268
315,939,1,9,801,Y,284,1268
263,1045,1,14,45,N,284,496
263,1025,1,8,1732,N,280,192
315,1190,1,80,1994,N,284,70
602,417,1,38,3440,N,284,615
589,1013,0,80,3422,N,284,111
808,235,3,80,3405,N,284,853
741,1409,3,80,2954,UNKNOWN,284,1076
263,1109,1,80,1690,N,154,1268
808,417,3,80,2497,N,284,1275
808,1409,3,80,3394,N,284,1285
808,1409,3,80,3429,N,284,1285
808,988,3,80,2527,N,284,290
808,982,3,80,2456,N,284,405
589,1409,0,80,3562,N,284,1268
808,461,3,80,1326,N,32,1353
263,1061,1,16,3034,N,284,491
512,1045,1,80,670,Y,124,630
315,939,1,80,918,Y,284,1268
681,85,3,80,2757,N,284,276
158,944,1,18,2004,N,103,1278
497,410,1,27,3666,N,284,757
497,1109,1,11,1523,N,284,464
370,1109,1,25,1873,N,64,805
589,1409,1,80,3011,N,284,1268
263,1153,1,9,1131,N,284,491
491,1144,1,80,43,UNKNOWN,90,1083
497,1153,1,11,594,N,284,628
158,1153,3,80,3694,UNKNOWN,284,968
370,829,1,12,3151,N,284,88
244,1153,1,10,1931,N,136,1331
263,562,1,11,551,N,103,111
158,599,1,36,3486,N,136,1278
453,632,1,15,2029,N,284,1268
553,971,0,56,755,Y,284,1268
734,952,1,29,670,Y,255,1278
263,579,1,15,1187,N,284,1268
589,1153,1,12,534,N,284,190
158,953,1,14,2072,N,154,1434
158,681,1,26,2855,N,136,1437
263,1190,0,5,343,N,284,88
806,1045,1,20,3526,N,284,279
263,1153,1,7,1146,N,284,1268
682,1191,1,9,1739,N,195,415
682,1109,0,6,1219,N,154,1268
55,1269,1,18,1933,N,284,1268
263,1153,1,11,2614,N,284,1268
263,1409,1,80,3501,N,284,1268
263,1153,1,8,3157,N,64,1268
263,110,0,1,2004,N,284,1268
275,939,1,29,3585,UNKNOWN,284,801
370,1409,1,80,2977,UNKNOWN,284,1076
808,1063,1,80,2699,N,255,1442
370,1190,1,80,2978,UNKNOWN,284,1076
589,1409,0,80,1225,N,284,1268
263,558,1,5,1925,N,284,184
589,277,3,9,1547,N,284,660
808,83,1,80,1935,N,284,105
272,408,3,80,930,Y,284,1268
370,1153,1,7,1164,N,81,111
808,1409,3,80,3387,N,284,858
681,1302,1,3,3212,Y,219,1353
780,245,1,37,3049,N,284,730
589,1409,1,80,3562,N,284,1268
808,417,1,3,1138,N,284,736
681,1153,1,8,766,Y,284,1268
763,1045,1,16,1524,N,284,519
763,1409,1,80,670,Y,284,1268
806,1409,3,24,3562,N,284,1268
263,1109,1,15,1481,N,255,1268
158,1153,1,8,3631,N,32,1432
158,681,1,20,2133,N,142,1388
599,1190,0,11,401,N,201,1089
158,947,1,33,2172,N,208,1424
158,947,1,40,2148,N,208,1424
589,19,1,22,2303,N,284,1268
553,1153,1,15,2368,N,278,1404
453,631,1,13,3562,N,284,1268
453,632,1,80,670,Y,284,1268
453,632,1,10,337,N,284,1268
453,632,1,9,1865,N,284,1268
10,1409,1,12,1166,Y,163,1422
158,1153,1,80,2172,N,284,1419
158,601,1,28,2149,N,284,1431
277,1190,1,8,670,Y,284,1534
264,40,1,1,325,Y,284,387
263,1190,0,55,1659,N,48,1268
158,586,1,37,2004,N,90,1421
763,436,1,80,670,Y,284,1268
808,1045,1,13,1919,N,269,980
244,1109,1,10,2131,N,172,1268
263,1190,0,2,1131,N,284,1268
370,1153,1,8,3163,N,195,805
370,1153,1,12,2843,N,284,155
808,446,3,80,2422,N,284,1278
370,1190,1,5,3144,N,230,1268
370,1190,1,10,3248,N,230,1268
808,453,3,80,2399,N,284,463
808,446,3,80,2596,N,280,1278
370,1010,1,34,82,N,284,975
681,289,1,17,971,Y,284,1278
370,1190,1,25,1427,N,148,241
273,1190,1,80,670,Y,284,1268
273,1190,1,24,670,Y,284,1268
806,1045,1,80,217,N,284,656
582,1409,3,80,670,Y,284,1268
273,1045,1,33,3230,N,88,1268
273,1191,1,11,670,Y,103,1268
406,1190,1,10,670,Y,284,1268
315,1190,1,80,2004,N,284,1268
298,1229,1,80,670,Y,269,1268
806,1409,3,80,3562,N,284,1268
263,1153,1,4,1131,N,255,1268
589,1409,1,80,1435,N,284,1268
370,132,1,80,1022,Y,284,1268
284,618,1,2,1893,N,154,511
453,631,1,11,670,Y,284,1268
92,618,1,29,894,Y,198,1278
599,1409,1,80,2142,N,284,1153
589,1409,3,12,3694,UNKNOWN,284,1268
589,1153,1,7,3166,N,284,190
783,243,1,8,666,N,284,119
763,631,1,80,2919,N,284,1268
298,1423,1,37,923,Y,219,1268
589,1409,1,80,3562,N,284,1268
273,1045,1,19,670,Y,278,1268
370,1045,1,17,1298,N,278,239
298,1190,3,50,923,Y,284,1268
370,485,1,80,1315,N,284,74
315,1153,1,80,2004,N,284,100
87,949,1,80,2769,N,284,1153
809,941,1,80,1217,N,284,771
244,1153,1,4,2839,N,38,1268
808,1396,1,20,2091,N,147,1268
273,1190,1,16,1301,N,163,244
298,160,1,8,830,Y,255,1268
808,1190,1,80,2851,N,51,1450
589,1409,1,80,1225,N,284,1268
497,1409,3,15,2926,N,284,1268
632,1045,3,80,670,Y,284,1268
589,1045,1,15,3119,N,284,1268
497,1153,1,10,1778,N,284,636
764,939,1,80,766,Y,284,911
263,1153,1,8,3562,N,284,1268
512,1190,1,8,2681,N,284,1268
158,1153,1,80,2069,N,64,1440
431,1190,0,11,1083,UNKNOWN,284,968
263,1153,1,6,1845,N,263,1268
315,1045,1,80,1177,N,284,276
734,289,1,37,1865,N,284,1296
158,274,3,80,3465,UNKNOWN,284,968
589,1409,1,80,670,Y,284,1268
589,1409,1,80,670,Y,284,1268
263,1153,1,13,535,N,90,440
158,599,1,24,438,N,136,1402
757,1045,1,18,3601,N,284,116
768,1190,1,16,670,Y,284,1146
589,1409,0,80,1933,N,284,1268
273,1190,1,10,670,Y,201,1268
763,417,1,25,329,N,284,1268
315,1045,1,80,2004,N,284,1268
780,1153,1,9,1451,N,82,508
734,1409,3,80,3562,N,284,1268
244,1190,1,11,795,Y,284,1268
370,1014,0,22,1131,N,240,1491
273,1109,1,15,2051,N,192,1336
75,1190,3,80,3482,N,284,1278
326,621,1,80,3188,N,284,151
497,1409,3,13,3562,N,284,1268
808,1190,0,7,3174,N,159,1358
589,1409,1,11,670,Y,284,1268
453,631,1,11,1955,N,264,1268
497,1409,3,11,2926,N,284,1268
263,1153,1,9,3256,N,255,467
370,1190,1,16,3722,N,263,128
158,939,1,22,437,N,0,1425
508,1153,3,8,1872,N,284,1268
347,1190,1,26,670,Y,74,1278
681,417,1,44,9,Y,284,1268
497,942,1,17,665,N,129,758
263,1423,1,73,1495,N,255,1268
158,680,1,80,2135,N,284,1432
808,1153,1,12,2001,N,173,1355
688,939,1,24,2705,N,284,380
193,1190,1,7,3157,N,284,232
808,1190,1,80,923,Y,90,1284
298,1153,1,10,886,Y,82,1268
763,1409,1,5,766,Y,284,1268
763,1409,1,60,766,Y,284,1268
118,1492,3,80,844,Y,284,1268
689,1153,1,7,1691,N,69,1411
734,1190,1,80,3681,N,195,1268
681,1153,1,6,3358,N,284,1278
363,1409,1,80,3562,N,284,1268
363,1409,1,80,3562,N,284,1268
334,452,1,9,749,Y,163,1268
334,452,1,80,797,Y,284,1268
475,417,1,80,1546,N,248,164
315,995,1,33,3277,N,284,1268
763,1409,1,80,668,N,284,1268
315,160,1,80,3478,N,284,1268
263,1153,1,80,442,N,284,1268
245,274,1,35,1568,N,64,180
810,1045,1,11,311,N,284,74
263,561,1,9,1500,N,90,1268
497,1409,1,11,2926,N,284,1268
682,1190,1,80,1152,N,284,32
263,939,1,80,544,N,284,1268
171,965,3,80,3467,UNKNOWN,255,1076
763,1409,1,80,1095,N,280,838
263,417,1,4,420,N,284,516
370,936,1,16,68,N,185,989
709,1423,1,7,926,Y,147,1268
709,1423,1,9,766,Y,147,1268
25,784,3,80,85,Y,284,1268
709,1190,1,5,766,Y,185,1268
763,626,1,80,321,N,284,1469
763,1190,1,80,2361,UNKNOWN,284,1468
315,160,1,80,3574,UNKNOWN,284,1076
263,1423,1,10,1120,N,269,1268
763,1423,0,73,1718,N,284,728
391,1190,1,5,1261,N,284,1268
391,1190,1,7,2050,N,284,1491
391,1190,1,3,361,N,284,1491
391,1190,1,1,2050,N,284,1491
599,53,1,80,670,Y,284,1268
298,1190,1,13,2004,N,284,1268
227,77,1,80,2004,N,284,519
488,626,1,6,1612,N,284,1268
814,1059,1,80,3578,N,284,1268
163,1045,1,80,2184,N,284,609
656,498,1,80,2368,N,284,1278
822,1045,1,80,2361,UNKNOWN,284,1278
101,1463,0,19,1907,N,255,1268
101,1462,0,16,1876,N,284,1268
101,1190,1,27,874,Y,103,1268
101,543,1,27,1897,N,255,1268
806,1190,1,6,1979,N,255,1268
315,955,1,80,267,N,284,543
497,1409,1,18,2926,N,284,1268
315,274,1,80,2368,N,278,910
158,599,1,46,1989,N,88,1395
263,566,1,80,1541,N,255,1268
438,417,1,19,2015,N,284,1268
263,1153,1,6,1718,N,278,1268
263,160,1,4,1760,N,195,415
763,1409,1,16,288,N,284,1268
763,1409,1,80,353,N,284,1268
263,1409,1,4,3288,N,185,877
158,627,1,80,1144,N,124,1422
263,1423,1,13,2361,UNKNOWN,184,1268
191,274,1,18,2319,N,278,1268
263,1423,1,73,2368,N,240,1268
741,1151,1,80,1159,N,230,255
263,274,1,14,1472,N,82,877
763,1153,1,9,3694,UNKNOWN,185,1268
589,1409,3,80,3562,N,284,1268
497,798,1,80,2368,UNKNOWN,284,733
263,417,1,80,1483,N,284,830
497,1409,1,59,1161,N,284,838
315,1153,1,7,2001,N,208,1457
734,417,1,41,1651,N,258,514
589,652,1,45,2361,UNKNOWN,284,968
497,626,1,12,264,N,32,1268
780,1409,1,80,2185,N,284,728
250,1002,3,80,2507,N,284,184
370,626,1,80,2368,UNKNOWN,284,968
497,363,1,18,1480,N,278,757
689,1153,1,8,1313,N,213,1278
681,1409,1,80,3562,N,284,1278
370,1045,1,19,2678,N,284,245
370,1409,1,22,2368,UNKNOWN,284,968
370,417,1,13,3430,N,284,533
410,1495,3,80,3087,UNKNOWN,284,1076
806,1409,1,7,250,N,163,1268
763,1409,1,80,554,N,246,1268
263,1068,1,80,3577,N,284,330
465,1009,3,80,3562,N,284,1268
263,1153,3,80,3694,UNKNOWN,119,1063
689,1045,1,15,873,Y,67,1399
263,870,3,80,3396,N,185,1505
263,1109,1,6,1990,N,201,1268
676,1190,1,3,1096,N,284,1268
353,757,3,33,1241,N,38,1268
415,351,1,9,1658,N,74,237
158,579,1,16,2137,N,82,1386
263,1423,1,25,265,N,136,1268
682,1068,1,25,3580,N,255,452
292,1034,1,80,1014,Y,284,1268
92,1409,1,35,2368,UNKNOWN,255,876
250,1045,1,8,522,N,284,126
263,207,1,8,1724,N,56,1268
763,1409,1,80,364,N,284,609
413,933,3,80,201,UNKNOWN,284,1063
488,1109,1,8,2115,N,284,1268
263,1423,1,57,1171,UNKNOWN,147,1063
263,1409,1,1,532,N,110,309
497,335,1,12,1241,N,284,635
302,1190,1,64,695,Y,284,1268
497,1409,1,39,1155,N,262,31
370,1424,1,27,1979,N,255,125
263,1153,1,11,1152,N,255,1268
263,1396,1,19,2368,UNKNOWN,280,801
263,1153,1,8,1152,N,136,1268
806,1190,0,5,3614,N,269,1268
512,853,0,80,3724,N,284,354
681,1045,1,17,2835,N,226,650
497,1409,3,80,3562,N,284,1268
763,274,3,15,2368,N,284,1268
466,1190,3,4,670,Y,208,1268
392,1220,1,80,670,Y,284,1268
263,274,3,80,3078,UNKNOWN,124,968
263,1153,3,80,3694,UNKNOWN,201,968
808,1153,1,13,3105,N,147,122
182,1045,1,24,2368,UNKNOWN,284,968
763,1409,1,18,343,N,51,1268
780,1190,1,52,939,Y,284,1268
763,1409,1,80,1284,N,284,1268
497,626,1,6,3075,N,284,752
589,1409,1,9,343,N,284,752
763,626,1,12,1246,N,278,1268
614,1004,3,80,2947,Y,284,1268
370,1409,0,80,480,UNKNOWN,284,1076
778,1190,3,80,670,Y,284,1268
263,1127,1,10,1865,N,195,1526
763,1190,1,8,317,N,284,1268
315,141,1,80,3081,UNKNOWN,284,1076
149,939,1,12,645,UNKNOWN,284,237
488,274,3,80,2364,UNKNOWN,284,1268
263,1045,3,80,3562,N,154,1268
488,1045,1,80,670,Y,284,1268
488,1045,1,14,670,Y,284,384
158,879,1,15,2340,N,154,453
356,1409,1,10,670,Y,154,1268
389,1064,1,80,2169,N,284,1268
806,1083,1,14,713,Y,82,1278
312,553,0,10,3156,N,185,1268
763,1409,1,80,120,N,284,1268
497,71,1,80,635,UNKNOWN,280,1076
263,1045,1,6,3407,N,154,890
556,851,1,33,2802,N,261,121
164,131,1,80,296,N,11,164
263,1036,1,11,1152,N,255,1268
470,1045,1,28,670,Y,140,1268
682,1153,1,9,1349,UNKNOWN,195,968
263,1045,1,17,280,N,208,881
669,434,1,80,2454,N,284,1393
681,1409,1,22,3600,N,278,630
763,361,1,13,3075,N,255,752
278,417,1,54,3665,N,284,1268
512,626,1,12,274,N,255,1268
370,1045,1,24,3061,N,23,1353
780,1045,1,28,3533,N,163,752
497,1417,3,80,1071,UNKNOWN,284,1076
689,760,1,12,994,Y,238,1147
483,1409,1,5,2004,N,284,384
778,1375,1,80,670,Y,147,1268
808,454,3,80,1314,N,284,1288
808,1063,1,80,2739,N,284,260
110,1263,1,23,3236,N,284,1268
780,1100,1,6,1141,N,284,51
734,417,1,22,209,N,284,261
497,1045,1,20,3586,N,284,754
497,1045,1,10,3198,N,284,753
763,1423,1,31,3601,N,255,1268
497,1045,1,20,3217,N,284,155
763,1409,3,19,2361,UNKNOWN,284,1268
488,29,0,80,670,Y,284,384
488,1190,0,4,670,Y,278,384
488,110,0,73,670,Y,51,384
589,619,1,24,3483,N,198,642
315,417,1,11,1856,N,284,1268
806,1045,1,80,15,UNKNOWN,284,801
806,1045,1,80,1418,UNKNOWN,269,1268
806,1045,1,35,2368,N,103,847
263,690,1,5,234,N,284,897
135,283,1,80,110,UNKNOWN,284,801
526,1409,1,80,2440,N,284,1268
370,799,1,80,2358,UNKNOWN,284,801
135,1036,0,9,3566,N,201,1268
231,1190,0,4,670,Y,275,560
231,320,0,79,670,Y,275,560
582,1190,1,25,670,Y,284,1278
763,764,1,80,2636,N,208,129
733,76,1,12,343,N,284,55
224,1064,1,17,2359,UNKNOWN,201,801
263,1423,1,73,2683,N,163,1107
741,302,1,7,649,N,284,811
682,741,1,26,335,N,227,415
741,417,1,5,1739,N,163,1268
525,1190,1,11,874,Y,284,1268
51,1190,0,16,670,Y,284,1268
263,579,1,38,2866,UNKNOWN,25,801
763,1409,3,80,2534,N,284,1268
491,207,1,6,124,N,185,836
263,417,1,9,1215,N,51,87
741,1190,1,9,3063,N,201,1507
676,417,1,80,349,N,255,1268
497,1006,1,32,670,Y,280,1268
497,417,1,80,1131,N,2,155
763,995,1,30,934,Y,284,575
263,1056,1,15,3718,UNKNOWN,147,801
763,1372,1,80,58,Y,284,1268
586,1190,1,16,1152,N,195,1268
497,819,1,80,3562,N,284,1268
497,423,3,80,2475,N,284,566
599,1365,1,80,670,Y,284,1268
497,1396,1,4,1928,N,147,1338
808,669,1,25,1945,N,255,735
517,1527,3,80,3466,Y,284,1268
158,594,1,20,1255,N,284,1353
497,1045,1,22,535,N,284,1484
763,227,3,80,53,Y,284,1063
244,1109,1,7,3142,N,51,120
806,713,1,35,2112,N,284,518
370,160,1,6,2116,N,147,166
512,161,0,6,871,Y,172,1268
263,1190,1,27,3611,N,185,780
158,1442,0,6,2261,UNKNOWN,284,1063
806,1075,1,32,3598,N,284,149
763,626,1,80,2368,N,147,771
681,417,3,80,2545,N,74,206
589,476,1,35,696,Y,284,442
28,659,1,36,1884,N,249,1268
171,72,3,80,81,UNKNOWN,33,1063
589,1153,1,15,3050,N,195,762
763,1366,1,31,3562,N,284,1268
496,1142,1,24,3115,N,284,161
496,865,0,80,670,Y,284,161
801,1092,1,6,670,Y,284,248
483,1423,1,18,3661,N,284,1268
410,1098,1,80,2244,N,284,55
236,425,1,80,1998,N,147,65
778,1409,1,14,1990,N,219,400
763,73,1,80,2920,UNKNOWN,284,1063
491,1190,1,6,3277,N,208,1268
135,79,1,80,581,N,284,813
778,110,1,16,776,Y,201,1268
312,1409,3,80,2410,N,284,1268
263,1423,1,53,2939,UNKNOWN,284,968
263,333,1,80,2647,UNKNOWN,284,801
778,1190,1,30,3184,N,147,1268
477,1045,1,80,2184,N,284,1268
763,1396,1,80,766,Y,278,1268
778,1190,1,80,868,Y,103,1268
778,1190,1,80,853,Y,284,1268
763,1109,1,80,2004,N,284,1268
763,274,1,80,2184,N,284,1268
778,1190,1,27,3132,N,284,1268
263,1409,1,41,3633,N,163,667
158,1153,1,10,654,UNKNOWN,185,801
263,1045,1,19,1909,N,82,1299
809,1447,1,73,3217,N,172,1255
263,836,1,8,1906,N,29,579
586,62,1,80,281,UNKNOWN,90,1076
263,579,1,7,3562,N,136,838
370,1396,1,16,242,N,284,160
438,939,1,9,3065,N,154,88
158,783,1,12,2986,UNKNOWN,284,1076
370,839,1,13,2827,N,124,1373
370,160,1,11,3278,N,197,1268
780,1190,1,80,3611,N,284,111
182,579,1,22,670,Y,284,445
741,255,1,4,1131,N,284,1268
158,1153,1,80,3031,N,284,1268
263,224,1,80,2815,N,284,880
240,1121,1,80,2023,N,284,1101
763,1076,1,80,295,N,284,130
424,1409,1,80,1056,Y,284,1268
244,109,3,80,2361,UNKNOWN,284,968
244,1190,1,10,1254,N,201,974
148,1409,1,80,3626,N,284,1268
497,417,3,80,2526,N,74,442
148,190,1,19,3562,N,269,261
193,504,1,1,670,Y,284,1268
781,617,1,16,1948,N,154,1332
589,1286,1,20,670,Y,136,1268
497,413,1,16,3435,N,284,1342
586,767,3,80,2416,N,219,838
370,1144,1,80,3218,N,284,1268
263,139,3,80,2469,UNKNOWN,280,801
806,1172,1,10,258,N,56,755
763,1045,1,15,636,UNKNOWN,82,1076
525,1190,1,24,670,Y,147,1268
525,1190,1,11,3261,N,136,155
263,1190,1,5,507,N,154,1268
298,567,1,10,3271,N,147,182
263,1058,1,9,130,UNKNOWN,90,801
263,1190,1,80,2595,N,90,354
263,1069,1,19,2773,N,103,780
549,1190,1,3,2029,N,284,1268
642,590,1,12,1152,N,284,834
586,1409,1,13,350,N,82,877
370,976,1,22,2756,N,284,1491
201,1504,3,80,2690,UNKNOWN,284,801
370,1046,1,45,670,Y,284,1268
263,1336,1,80,2404,N,284,1537
488,1115,1,80,901,Y,284,1268
488,1515,3,80,2402,N,284,1268
312,239,3,80,214,Y,284,1268
499,106,0,20,637,UNKNOWN,280,1076
158,417,3,80,2503,N,284,261
483,417,1,80,2424,N,284,276
383,1045,1,14,535,N,284,1268
370,1190,1,32,3497,UNKNOWN,284,1076
170,1109,1,39,2368,N,284,810
785,1045,1,27,789,Y,90,1153
643,1021,1,4,1035,Y,284,155
410,417,1,80,670,Y,284,1268
681,1153,1,10,1979,N,284,155
182,188,1,24,2961,Y,277,1268
263,1022,1,30,2233,N,185,139
164,608,1,80,3595,N,284,340
763,417,3,80,1316,N,284,1214
763,312,1,6,820,Y,284,1268
773,1045,1,8,1020,Y,74,1268
512,1520,1,80,1241,N,103,1268
512,1045,1,17,2391,N,226,1353
808,155,1,16,3110,N,46,1292
512,773,1,80,3215,N,284,51
689,1190,1,10,775,Y,21,1359
589,1190,1,14,469,UNKNOWN,56,1076
689,911,3,80,2449,N,103,155
263,553,1,3,2368,N,284,780
587,1190,1,80,948,Y,284,1268
763,1045,3,80,670,Y,284,1268
244,160,1,31,1285,N,185,1268
244,1109,1,8,1289,N,82,1268
808,988,3,80,2510,N,82,1371
806,626,1,80,343,N,284,1467
158,1057,1,12,2002,N,103,1280
483,417,1,80,670,Y,284,1153
397,1190,0,11,621,N,163,1268
806,1409,3,80,3694,UNKNOWN,284,1268
808,305,1,80,1572,N,284,266
512,1036,1,80,2368,UNKNOWN,32,801
370,1109,0,11,3186,N,147,1494
370,1191,1,15,2109,N,163,141
589,1016,1,80,2823,N,256,428
244,1190,1,9,1012,Y,176,1268
131,643,0,80,2922,UNKNOWN,284,801
370,668,1,4,1154,N,226,742
497,417,1,80,213,N,284,1481
808,1045,1,80,1152,N,103,1293
370,1103,1,6,752,Y,116,399
681,1045,1,14,3672,N,117,1278
687,1045,1,13,908,Y,284,1153
689,1398,1,11,1216,N,124,947
302,432,0,9,1826,N,147,1153
2,417,0,12,666,N,82,539
785,1098,1,16,290,N,147,1268
669,1045,1,19,2368,N,284,1268
589,202,1,80,2406,N,284,1316
263,1344,1,80,2374,N,92,1094
483,1423,1,80,3615,N,284,491
809,417,1,27,1847,N,9,740
263,1147,1,19,3262,N,208,480
763,456,1,11,3200,N,284,1268
763,1058,1,80,670,Y,82,1387
263,232,3,16,2901,UNKNOWN,284,801
820,1098,1,22,992,Y,124,472
497,1153,1,9,224,N,56,111
263,1089,1,7,2211,N,136,883
654,1333,1,80,1047,Y,284,523
245,1045,1,17,3702,N,38,1153
263,110,1,5,1885,N,269,1268
455,526,1,15,604,N,284,88
763,23,3,80,2892,Y,284,1268
644,978,1,80,822,Y,284,1268
742,1190,0,34,670,Y,195,1352
182,417,1,22,1320,N,278,155
158,1190,1,80,123,UNKNOWN,284,1063
407,152,3,80,2913,Y,284,1268
497,417,1,80,1157,N,284,752
764,1190,1,16,831,Y,143,795
370,1190,1,6,527,N,117,1268
806,1166,1,16,323,N,284,171
315,1154,1,6,1860,N,147,396
315,1450,1,80,2143,UNKNOWN,284,1076
148,1353,1,80,670,Y,280,1268
488,1190,1,80,3251,N,82,1268
497,1045,1,9,1944,N,255,650
394,1045,1,19,1819,N,64,1328
613,1409,1,15,1534,N,284,1268
263,917,1,80,3691,UNKNOWN,284,1076
763,626,1,33,1211,N,284,1268
497,1423,0,24,958,Y,136,1261
497,1190,1,16,221,UNKNOWN,195,1076
808,418,3,80,2423,N,284,219
512,417,3,5,2271,N,255,756
244,417,1,80,1139,N,284,536
370,622,1,18,1565,N,107,74
370,1045,1,15,1726,N,185,1495
681,982,3,80,2568,N,284,1319
763,1409,3,80,2441,N,284,1491
785,1409,3,80,2361,UNKNOWN,284,1268
763,469,1,80,1068,Y,284,1268
370,939,1,80,566,N,74,742
681,1045,1,7,967,Y,154,1398
808,417,3,80,2514,N,284,234
497,1073,1,17,2737,N,284,332
589,1409,1,80,3496,UNKNOWN,284,1076
158,1057,1,15,368,N,284,1400
497,417,3,80,2559,N,284,329
763,34,1,80,2720,N,17,1268
370,1045,1,22,344,N,163,1268
778,1423,1,24,774,Y,43,306
430,1409,1,17,1067,N,284,1268
681,41,1,80,2409,N,284,752
158,818,0,35,655,UNKNOWN,284,1076
575,1014,1,0,766,Y,284,1268
289,1045,1,15,1967,N,154,3
778,1190,1,11,1836,N,163,1268
544,1477,1,20,833,Y,284,1268
762,1072,1,19,926,Y,69,1278
663,417,1,80,624,UNKNOWN,284,289
73,1409,1,80,2369,N,284,1268
521,417,1,41,2958,N,275,24
158,289,1,31,3545,N,43,797
263,1409,3,80,2536,N,284,1268
808,417,3,80,2509,N,103,425
741,1146,1,32,921,Y,172,1272
491,1109,1,15,1968,N,284,155
489,1045,1,80,991,Y,201,1268
762,274,1,80,2368,N,284,1278
164,131,1,14,296,N,284,374
682,1109,1,12,1585,N,284,174
763,414,1,11,3143,N,278,232
158,439,1,10,74,N,195,609
277,862,1,33,601,N,201,1268
277,265,1,4,1455,N,148,1268
216,1409,3,80,2368,UNKNOWN,284,968
263,1408,1,80,670,UNKNOWN,284,1063
808,809,3,80,2502,N,243,312
263,909,1,2,218,N,96,155
158,354,1,23,100,N,286,1268
158,354,1,24,785,Y,280,1268
158,354,1,27,785,Y,280,1268
410,1459,1,80,794,Y,275,948
682,1109,1,4,3601,N,185,1268
806,417,3,80,2420,N,25,1268
158,957,1,48,3175,N,136,13
263,579,1,23,1865,N,103,1268
263,1409,1,8,436,N,284,1268
158,15,3,80,462,Y,284,1268
786,417,3,80,2821,N,284,1268
589,417,3,80,2471,N,284,653
273,1190,1,7,2030,N,74,1268
370,1423,1,4,1803,N,90,1492
244,417,3,80,1316,N,284,446
545,1409,1,80,1871,N,284,156
497,420,3,80,2555,N,284,658
408,1190,1,1,793,Y,269,948
182,1223,1,80,3681,N,284,81
704,1190,1,6,2306,N,284,155
589,460,1,80,2145,N,284,384
370,1190,1,13,791,Y,51,1268
370,1396,1,4,1031,Y,192,1352
589,1190,1,27,3473,N,154,499
512,417,3,80,3694,UNKNOWN,284,1268
294,1287,1,80,1010,Y,284,1268
689,1101,1,9,1902,N,185,111
273,1409,1,7,3694,UNKNOWN,284,1268
497,1045,1,10,3547,N,284,631
370,534,1,32,2951,UNKNOWN,127,1076
689,417,3,80,2470,N,284,1025
512,1045,1,36,3450,N,103,1268
158,1057,1,20,528,N,74,1386
497,1045,3,80,3525,N,284,9
497,1153,1,10,646,N,136,641
681,417,3,80,2414,N,284,1031
17,1045,1,15,1924,N,103,1278
689,1144,0,47,3164,N,219,401
681,456,3,80,2395,N,284,1278
497,1190,1,16,3088,UNKNOWN,284,1076
589,911,3,80,2489,N,284,1268
497,1153,3,80,2748,N,284,1268
808,417,3,80,3439,N,284,1268
497,417,3,80,2472,N,284,306
373,505,1,50,111,N,124,155
177,255,0,80,1085,N,284,1268
232,1409,3,80,670,Y,284,1268
681,274,1,80,3217,N,284,1268
589,1109,0,9,953,Y,190,332
589,1109,1,15,1236,N,190,332
370,1396,1,9,2126,N,199,1491
806,1045,1,14,2605,N,25,762
681,516,3,80,2447,N,284,306
273,110,1,11,1307,N,185,1268
589,1180,1,13,993,Y,19,871
749,1311,1,8,3270,N,147,155
300,1409,3,80,461,UNKNOWN,284,1076
812,636,1,80,3228,N,284,1268
263,1190,1,37,3495,UNKNOWN,284,1076
667,838,1,80,2400,N,284,1267
263,1409,1,37,1051,Y,284,1268
263,1409,1,7,1125,N,195,1268
582,1190,1,10,828,Y,261,1278
763,417,1,34,2934,N,25,1268
20,1183,1,13,3253,N,17,909
27,623,1,80,152,N,74,118
776,417,1,80,1861,N,284,74
806,75,3,80,3413,UNKNOWN,284,1076
158,1190,1,7,1174,N,284,1386
682,1423,1,10,3123,N,38,1278
763,1045,1,13,3198,N,82,592
315,795,1,30,1225,N,208,276
646,544,1,80,3618,N,284,1268
499,1045,1,50,2995,N,154,451
66,1190,1,7,1943,N,284,1268
589,982,3,80,2403,N,284,1428
52,1045,1,12,1131,N,147,1404
763,427,1,1,840,Y,284,1268
263,945,1,14,750,Y,56,1268
263,1109,1,16,1690,N,255,1268
263,1064,1,80,2388,N,284,780
235,1045,1,80,2168,N,284,1268
51,535,1,10,1981,N,284,311
158,599,1,11,2862,N,284,1278
235,219,1,80,3643,N,284,1268
263,1444,1,45,2144,N,90,789
806,1045,1,80,2833,N,284,1268
263,1101,1,1,233,UNKNOWN,163,1063
497,1045,1,80,3523,N,103,1474
273,1190,1,29,2317,N,64,1491
244,274,1,80,3389,N,284,225
263,1045,1,13,3601,N,284,1204
497,1045,1,12,3529,N,284,1487
497,204,1,32,3651,N,280,0
273,1331,1,30,814,Y,82,1491
766,195,3,80,3521,Y,284,1268
780,1045,1,15,2702,N,284,761
806,1045,1,80,3527,N,284,1473
