Country,Area,Value
ITALY,Adriatic Sea,52
PANAMA,UNKNOWN,763
USA,Florida,263
USA,Florida,263
USA,Florida,263
NEW BRITAIN,East New Britain Province,235
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",51
USA,California,158
NEW BRITAIN,East New Britain Province,235
USA,Florida,263
AUSTRALIA,Western Australia,806
USA,Florida,263
AUSTRALIA,New South Wales,497
MOZAMBIQUE,Gaza,273
SOUTH AFRICA,Eastern Cape Province,244
USA,Florida,263
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
MOZAMBIQUE,Gaza,273
PERSIAN GULF,United Arab Emirates,766
AUSTRALIA,Victoria,780
AUSTRALIA,Western Australia,806
AUSTRALIA,South Australia,681
AUSTRALIA,Victoria,780
AUSTRALIA,Western Australia,806
AUSTRALIA,South Australia,681
NORTH PACIFIC OCEAN,Wake Island (EnenKio),793
SOUTH AFRICA,KwaZulu-Natal,370
FIJI,"19S, 178?E",23
USA,Pennsylvania,569
AUSTRALIA,Victoria,780
JAMAICA,UNKNOWN,763
SOUTH AFRICA,Western Cape Province,808
SOUTH AFRICA,Eastern Cape Province,244
AUSTRALIA,Western Australia,806
USA,California,158
SOUTH AFRICA,Western Cape Province,808
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,New South Wales,497
SOUTH AFRICA,KwaZulu-Natal,370
ATLANTIC OCEAN,9.35N 79.35W,45
AUSTRALIA,Northern Territory,526
MOZAMBIQUE,Limpopo River,391
SOUTH AFRICA,Western Cape Province,808
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,Tasmania,734
AUSTRALIA,New South Wales,497
COLUMBIA,Roncador Bank,616
NEW CALEDONIA,UNKNOWN,763
SENEGAL,Cap Vert Peninsula,164
USA,Hawaii,315
USA,Hawaii,315
AUSTRALIA,New South Wales,497
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,Queensland,589
AUSTRALIA,Queensland,589
AUSTRALIA,Queensland,589
USA,Florida,263
AUSTRALIA,Queensland,589
AUSTRALIA,Western Australia,806
SOUTH AFRICA,Western Cape Province,808
NEW GUINEA,Western District,811
PAPUA NEW GUINEA,Central Province,182
USA,California,158
SOUTH AFRICA,Western Cape Province,808
AUSTRALIA,New South Wales,497
PAPUA NEW GUINEA,New Britain,483
RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen),254
USA,Florida,263
SOUTH AFRICA,Western Cape Province,808
JOHNSTON ISLAND,UNKNOWN,763
USA,South Carolina,682
PACIFIC OCEAN,180 miles southeast of Okinawa,21
AUSTRALIA,Western Australia,806
MARSHALL ISLANDS,Eniwetok Atoll,253
MARSHALL ISLANDS,Eniwetok Atoll,253
USA,New Jersey,491
SENEGAL,Cap-Vert Peninsula,165
USA,Texas,741
USA,Connecticut,201
PAPUA NEW GUINEA,Milne Bay Province,448
USA,New Jersey,491
USA,New Jersey,491
MOZAMBIQUE,Delagoa Bay,223
USA,Florida,263
ENGLAND,In the English Channel ,330
USA,Delaware,224
USA,South Carolina,682
PAPUA NEW GUINEA,Milne Bay Province,448
USA,Mississippi,455
USA,Virginia,783
PAPUA NEW GUINEA,Madang,408
USA,South Carolina,682
NEW ZEALAND,Cook Strait,204
NORTH SEA,"Unknown, treated at Wick, SCOTLAND",767
USA,Florida,263
USA,California,158
PHILIPPINES,Corregidor Island,211
USA,Georgia,277
PANAMA,San Blas Islands,643
BERMUDA,Paget,561
USA,California,158
USA,Florida,263
PAPUA NEW GUINEA,Madang,408
SOUTH AFRICA,KwaZulu-Natal,370
USA,California,158
AUSTRALIA,Western Australia,806
SOUTH AFRICA,Eastern Cape Province,244
BERMUDA,"33N, 68W",35
AUSTRALIA,New South Wales,497
AUSTRALIA,Western Australia,806
AUSTRALIA,Victoria,780
AUSTRALIA,New South Wales,497
AUSTRALIA,South Australia,681
FIJI,Vanua Levu,773
PHILIPPINES,Luzon Island,407
SOUTH AFRICA,Western Cape Province,808
USA,Florida,263
GUAM,UNKNOWN,763
AUSTRALIA,Tasmania,734
NEW ZEALAND,North Island,512
USA,Hawaii,315
SENEGAL,Casamance,174
PAPUA NEW GUINEA,Central Province,182
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
USA,Hawaii,315
PAPUA NEW GUINEA,Madang (WO),409
UNKNOWN,"Between Timor & Darwin, Australia",132
AUSTRALIA,South Australia,681
AUSTRALIA,New South Wales,497
AUSTRALIA,Western Australia,806
AUSTRALIA,Tasmania,734
SOUTH AFRICA,Western Cape Province,808
NICARAGUA ,Pacific coast,559
GRENADA,St. Georges ,712
CARIBBEAN SEA,UNKNOWN,763
SRI LANKA,Eastern  Province,242
SRI LANKA,Eastern  Province,242
FIJI,Northwest of Viti Levu,530
PAPUA NEW GUINEA,Madang,408
PAPUA NEW GUINEA,West New Britain Province,800
MOZAMBIQUE,Gaza,273
SOUTH AFRICA,Eastern Cape Province,244
AUSTRALIA,Queensland,589
AUSTRALIA,New South Wales,497
PAPUA NEW GUINEA,Rigo subdistrict,605
AUSTRALIA,Queensland,589
PHILIPPINES,Masbate,437
AUSTRALIA,Victoria,780
AUSTRALIA,South Australia,681
NEW ZEALAND,North Island,512
MALDIVE ISLANDS,400 miles southeast of Sri Lanka,39
AUSTRALIA,Victoria,780
AUSTRALIA,Queensland,589
AUSTRALIA,Queensland,589
USA,Louisiana,401
SOUTH AFRICA,Western Cape Province,808
AUSTRALIA,South Australia,681
USA,California,158
AUSTRALIA,Western Australia,806
PAPUA NEW GUINEA,New Britain,483
MOZAMBIQUE,Maputo Province,431
PAPUA NEW GUINEA,Madang,408
USA,California,158
FIJI,Lomaiviti Province,395
FIJI,Kadavu,354
PHILIPPINES,Leyte Island,387
BERMUDA,Hamilton,312
USA,Florida,263
USA,South Carolina,682
USA,California,158
INDIA,Orissa,554
USA,New York,499
MEXICO,Guerrrero,300
AZORES,UNKNOWN,763
AUSTRALIA,Tasmania,734
JAPAN,Hokkaido Prefecture,318
PHILIPPINES,North Palawan,514
USA,Florida,263
USA,Florida,263
USA,South Carolina,682
PHILIPPINES,Queaon,588
USA,California,158
CROATIA,Istria,346
JAPAN,Wakayama Prefecture,791
USA,Georgia,277
USA,California,158
ITALY,Tuscany,759
USA,California,158
USA,California,158
JAPAN,Okayama Prefecture,549
USA,California,158
USA,California,158
USA,California,158
CARIBBEAN SEA,PANAMA,557
USA,Florida,263
NORTH ATLANTIC OCEAN,In the Gulf Stream ,331
MEXICO,Quintana Roo,592
TURKEY,Mersin Province,443
MEXICO,Guyamas,308
USA,California,158
USA,California,158
SOUTH AFRICA,Eastern Cape Province,244
USA,Florida,263
USA,California,158
USA,Florida,263
MID ATLANTIC OCEAN,Between England & South Africa,121
AUSTRALIA,New South Wales,497
AUSTRALIA,Torres Strait,749
USA,Hawaii,315
SOUTH AFRICA,Eastern Cape Province,244
AUSTRALIA,New South Wales,497
USA,Florida,263
PHILIPPINES,Mindanao,449
USA,Florida,263
AUSTRALIA,Victoria,780
VENEZUELA,Nueva Esparta,532
PAPUA NEW GUINEA, Kikori River mouth,0
SOLOMON ISLANDS,Guadalcanal Province,294
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,Western Australia,806
ECUADOR,Galapagos Islands,269
AUSTRALIA,Tasmania,734
AUSTRALIA,Tasmania,734
AUSTRALIA,Queensland,589
SOUTH AFRICA,Western Cape Province,808
NEW GUINEA,Milne Bay Province,448
MOZAMBIQUE,Maputo Province,431
AUSTRALIA,Tasmania,734
SOUTH KOREA,South Chungcheong Province,686
INDIA,Orissa,554
ATLANTIC OCEAN,UNKNOWN,763
PAPUA NEW GUINEA,West New Britain Province,800
PAPUA NEW GUINEA,West New Britain Province,800
PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",489
PAPUA NEW GUINEA,Morobe Province,466
TURKEY,Ahirkapi coast,53
PAPUA NEW GUINEA,Madang Province,410
SOUTH AFRICA,Western Cape Province,808
USA,Hawaii,315
AMERICAN SAMOA,Tutuila Island,760
AUSTRALIA,Queensland,589
SOUTH AFRICA,Western Cape Province,808
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",51
USA,California,158
USA,California,158
USA,Florida,263
MEXICO,Guerrrero,300
PAPUA NEW GUINEA,West New Britain Province,800
ANDAMAN / NICOBAR ISLANDAS,UNKNOWN,763
BAHAMAS,Cat Cay,176
USA,New York,499
MEXICO,Baja California,92
CROATIA,Primorje-Gorski Kotar County,581
MEXICO,Guerrero,298
USA,Florida,263
USA,Florida,263
USA,Florida,263
KENYA,Coast Province,193
PACIFIC OCEAN,Between Hawaii & Wake Island,123
PACIFIC OCEAN,Between Hawaii & Wake Island,123
USA,Florida,263
PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",489
BAHAMAS,Abaco Islands,46
USA,Florida,263
USA,Florida,263
USA,Florida,263
USA,Florida,263
AUSTRALIA,Queensland,589
SOUTH AFRICA,KwaZulu-Natal,370
USA,Florida,263
TAIWAN,Taipei Hsien,728
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
PAPUA NEW GUINEA,Morobe Province,466
AUSTRALIA,New South Wales,497
USA,US Virgin Islands,764
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
JAPAN,Ibaraki Prefecture,324
SOUTH AFRICA,KwaZulu-Natal,370
TONGA,Vava'u,774
SAMOA,South Pacific Ocean,693
PANAMA,Canal Zone,162
PAPUA NEW GUINEA,Louisiade Archipelago,400
PAPUA NEW GUINEA,West New Britain Province,800
PAPUA NEW GUINEA,West New Britain Province,800
PAPUA NEW GUINEA,Morobe Province,466
SOUTH AFRICA,Western Cape Province,808
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,South Australia,681
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
PACIFIC OCEAN,"1,000 miles east of Hawaii",15
AUSTRALIA,New South Wales,497
SOLOMON ISLANDS,Honiara,321
SOLOMON ISLANDS,Honiara,321
MARSHALL ISLANDS,Eniwetok Atoll,253
USA,Florida,263
USA,California,158
USA,North Carolina,508
AUSTRALIA,Torres Strait,749
CUBA,Yucatan Channel,821
AUSTRALIA,New South Wales,497
SOLOMON ISLANDS,UNKNOWN,763
USA,Florida,263
USA,California,158
AUSTRALIA,New South Wales,497
USA,Florida,263
AUSTRALIA,Torres Strait,749
PAPUA NEW GUINEA,Bougainville (North Solomons),148
SOLOMON ISLANDS,Bougainville (North Solomons),148
FIJI,Viti Levu,786
USA,Florida,263
AUSTRALIA,Western Australia,806
USA,Florida,263
SOUTH AFRICA,KwaZulu-Natal,370
SRI LANKA,Western Province,814
USA,Florida,263
CUBA,Havana Province,314
CUBA,Havana Province,314
CUBA,Havana Province,314
USA,Florida,263
FIJI,Kadavu,354
IRAN,Karun River,358
PAPUA NEW GUINEA,"Abau Subdistrict,Central Province",48
IRAN,Karun River,358
PAPUA NEW GUINEA,"New Britain, Bismarck Archipelago",484
PAPUA NEW GUINEA,Milne Bay Province,448
PAPUA NEW GUINEA,Milne Bay Province,448
GABON,Estuaire Province,257
NEW ZEALAND,North Island,512
SOUTH AFRICA,Western Cape Province,808
PAPUA NEW GUINEA,Central Province,182
SENEGAL,"Near Dakar, Cap Vert Peninsula",478
PAPUA NEW GUINEA,UNKNOWN,763
USA,Florida,263
UNKNOWN,Near the Andaman & Nicobar Islands,480
MAYOTTE,Mozambique Channel,468
ITALY,Tyrrenian Sea,761
PAPUA NEW GUINEA,Central Province,182
PAPUA NEW GUINEA,Central Province,182
USA,Puerto Rico,586
AUSTRALIA,Queensland,589
USA,California,158
SOUTH AFRICA,KwaZulu-Natal,370
UNITED KINGDOM,Cornwall,210
UNITED KINGDOM,Cornwall,210
MALTA,Congreve Channel,200
PAPUA NEW GUINEA,Central Province,182
PAPUA NEW GUINEA,Central Province,182
USA,Puerto Rico,586
USA,California,158
MALTA,St. Thomas Bay,715
USA,Florida,263
USA,South Carolina,682
AUSTRALIA,Torres Strait,749
PORTUGAL,Madeira,411
MID ATLANTIC OCEAN,UNKNOWN,763
SOUTH AFRICA,Western Cape Province,808
CUBA,UNKNOWN,763
AUSTRALIA,Torres Strait,749
ITALY,Ligurian Sea,390
AUSTRALIA,New South Wales,497
AUSTRALIA,Victoria,780
AUSTRALIA,Western Australia,806
AUSTRALIA,Queensland,589
AUSTRALIA,Victoria,780
AUSTRALIA,Torres Strait,749
COSTA RICA,UNKNOWN,763
AUSTRALIA,New South Wales,497
PAPUA NEW GUINEA,Madang Province,410
UNKNOWN,Between Comores & Madagascar,119
GREECE,Corfu Island,209
USA,Virginia,783
USA,Virginia,783
PAPUA NEW GUINEA,Milne Bay Province,448
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",51
PAPUA NEW GUINEA,New Ireland Province,488
AUSTRALIA,Tasmania,734
USA,Florida,263
PAPUA NEW GUINEA,Central Province,182
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",51
AUSTRALIA,Queensland,589
NORTH PACIFIC OCEAN,1000 miles west of Hawaii,16
NORTH PACIFIC OCEAN,1000 miles west of Hawaii,16
USA,Hawaii,315
USA,California,158
USA,California,158
JAPAN,Izo Islands,348
USA,California,158
CROATIA, Primorje-Gorski Kotar County,8
AMERICAN SAMOA,Tutuila Island,760
USA,South Carolina,682
NORTH ATLANTIC OCEAN ,Open sea,552
AUSTRALIA,South Australia,681
JAPAN,Okayama Prefecture,549
USA,Rhode Island,603
MONTENEGRO,Adriatic Sea,52
YEMEN,Aden,50
USA,California,158
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",51
PAPUA NEW GUINEA,Central Province,182
PAPUA NEW GUINEA,UNKNOWN,763
USA,Hawaii,315
AUSTRALIA,New South Wales,497
PAPUA NEW GUINEA,"New Ireland, Bismarck Archipelago",490
AUSTRALIA,Western Australia,806
USA,California,158
USA,California,158
AUSTRALIA,New South Wales,497
INDIA,Tamil Nadu,731
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
SOUTH AFRICA,KwaZulu-Natal,370
USA,Florida,263
CUBA,Havana Province,314
MADAGASCAR,18S / 50E,22
USA,Illinois,327
COLUMBIA,Isles del Rosario,344
PAPUA NEW GUINEA,New Ireland,487
AMERICAN SAMOA,Tutuila Island,760
AUSTRALIA,Victoria,780
PAPUA NEW GUINEA,Central Province,182
SOUTH AFRICA,KwaZulu-Natal,370
USA,Wake Island,792
USA,Virginia,783
UNITED KINGDOM,Isle of Man,342
CROATIA,Zadar County,822
JAPAN,Nagasaki Prefecture,474
USA,California,158
HONG KONG,UNKNOWN,763
AUSTRALIA,Torres Strait,749
ITALY,Liguaria,388
CUBA,Guantanamo Province,297
CUBA,Guantanamo Province,297
ECUADOR,Galapagos Islands,269
SINGAPORE,UNKNOWN,763
ITALY,Venice Province,776
THE BALKANS,Slovenia,675
USA,Florida,263
BERMUDA,South shore ,698
GREECE,UNKNOWN,763
CROATIA,UNKNOWN,763
USA,California,158
AUSTRALIA,Queensland,589
HONG KONG,UNKNOWN,763
PAPUA NEW GUINEA,East Sepik,236
PAPUA NEW GUINEA,Madang Province,410
USA,Hawaii,315
SUDAN?,Red Sea,599
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
AUSTRALIA,Torres Strait,749
ARGENTINA,Buenos Aires Province,152
PAPUA NEW GUINEA,Madang Province,410
IRAN,Karun River,358
MARTINIQUE,UNKNOWN,763
MEXICO,Baja California,92
USA,Hawaii,315
PAPUA NEW GUINEA,West New Britain Province,800
IRAN,Karun River,358
IRAN,Karun River,358
SOUTH AFRICA,Eastern Cape Province,244
SOUTH AFRICA,Eastern Cape Province,244
AUSTRALIA,Queensland,589
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
PHILIPPINES,Luzon Island,407
USA,California,158
USA,Georgia,277
USA,New York,499
USA,Hawaii,315
MEXICO,Guerrero,298
MEXICO,Colima,195
USA,Hawaii,315
USA,California,158
USA,Florida,263
PACIFIC OCEAN,330 to 350 miles east of Wake Island,34
CANADA,Nova Scotia,531
USA,Hawaii,315
PANAMA,Gulf of Panama,305
AUSTRALIA,Queensland,589
AUSTRALIA,New South Wales,497
USA,Texas,741
IRAN,Karun River,358
IRAN,Karun River,358
AUSTRALIA,New South Wales,497
AUSTRALIA,South Australia,681
INDIAN OCEAN,UNKNOWN,763
PAPUA NEW GUINEA,Milne Bay Province,448
USA,Hawaii,315
AUSTRALIA,New South Wales,497
AUSTRALIA,UNKNOWN,763
AUSTRALIA,South Australia,681
AUSTRALIA,Tasmania,734
AUSTRALIA,UNKNOWN,763
PAPUA NEW GUINEA,Bougainville (North Solomons),148
USA,Florida,263
AUSTRALIA,Victoria,780
AUSTRALIA,South Australia,681
GUATEMALA,UNKNOWN,763
ITALY,Genoa  Province,274
USA,Hawaii,315
USA,California,158
USA,Hawaii,315
PAPUA NEW GUINEA,"Abau Sub District, Central Province",47
SOUTH AFRICA,Eastern Cape Province,244
ITALY,Teramo,739
USA,Florida,263
USA,South Carolina,682
USA,South Carolina,682
USA,California,158
USA,California,158
USA,Puerto Rico,586
USA,California,158
AUSTRALIA,Western Australia,806
INDIA,UNKNOWN,763
AUSTRALIA,South Australia,681
SUDAN,Red Sea State,601
NETHERLANDS ANTILLES,Curacao,215
MAURITIUS,Port Louis Province,577
AUSTRALIA,New South Wales,497
LIBERIA,Montserrado,462
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",51
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",51
PAPUA NEW GUINEA,New Ireland Province,488
USA,Florida,263
MOZAMBIQUE,Bay of Maputu,111
AUSTRALIA,New South Wales,497
MOZAMBIQUE,Sofala Province,678
AUSTRALIA,New South Wales,497
SOUTH AFRICA,KwaZulu-Natal,370
JAMAICA,Kingston Parish,365
SOUTH AFRICA,KwaZulu-Natal,370
PHILIPPINES,UNKNOWN,763
AUSTRALIA,Queensland,589
NORTH ATLANTIC OCEAN,South Carolina,682
ITALY,Salerno,637
ITALY,Salerno Province,638
AUSTRALIA,Queensland,589
GREECE,Corfu Island,209
GREECE,Corfu Island,209
ITALY,Taranto,732
COLUMBIA,Caribbean Sea,171
USA,California,158
PACIFIC OCEAN,UNKNOWN,763
USA,Hawaii,315
FRENCH POLYNESIA,Tuamotus,757
MEXICO,UNKNOWN,763
ITALY,Naples Province,476
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,Eastern Cape Province,244
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,New South Wales,497
NEW GUINEA,Madang Province,410
AUSTRALIA,Queensland,589
AUSTRALIA,New South Wales,497
AUSTRALIA,Queensland,589
AUSTRALIA,Northern Territory,526
AUSTRALIA,Queensland,589
AUSTRALIA,Queensland,589
USA,California,158
AUSTRALIA,Queensland,589
EL SALVADOR, La Libertad,1
SAUDI ARABIA,Eastern Province,247
AUSTRALIA,South Australia,681
JAPAN,Sago Prefecture,618
ITALY,Savona,657
CUBA,Caribbean Sea,171
USA,Texas,741
USA,Texas,741
USA,Florida,263
USA,New York,499
USA,Florida,263
SOUTH AFRICA,KwaZulu-Natal,370
ITALY,Tyrrhenian Sea,762
AUSTRALIA,Queensland,589
SOUTH AFRICA,Eastern Cape Province,244
SOUTH AFRICA,Eastern Cape Province,244
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,Western Australia,806
AUSTRALIA,Western Australia,806
SOUTH AFRICA,KwaZulu-Natal,370
USA,Hawaii,315
AUSTRALIA,Victoria,780
AUSTRALIA,Tasmania,734
SRI LANKA,Eastern Province,247
SRI LANKA,Southern Province,702
LIBERIA,Montserrado,462
INDONESIA,Jakarta Harbour,349
USA,Florida,263
USA,Hawaii,315
PANAMA,Canal Zone,162
GREECE,UNKNOWN,763
SINGAPORE,Singapore Harbor,673
NEW CALEDONIA,North Province,515
NEW CALEDONIA,North Province,515
FIJI,UNKNOWN,763
UNKNOWN,Caribbean Sea,171
AUSTRALIA,Victoria,780
AUSTRALIA,New South Wales,497
AUSTRALIA,Victoria,780
AUSTRALIA,Queensland,589
AUSTRALIA,Queensland,589
ITALY,Tuscany,759
AUSTRALIA,Tasmania,734
ITALY,Calabria,157
IRAN,Shatt-el-Arab River,666
IRAN,Shatt-al-Arab River,665
USA,South Carolina,682
USA,California,158
CHINA,UNKNOWN,763
AUSTRALIA,Western Australia,806
AUSTRALIA,New South Wales,497
AUSTRALIA,Queensland,589
AUSTRALIA,Queensland,589
MEXICO,Tamaulipas,730
AUSTRALIA,South Australia,681
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
AUSTRALIA,Western Australia,806
ITALY,Tyrrhenian Sea,762
NEW GUINEA,Calvados Archipelago,159
PAPUA NEW GUINEA,New Ireland Province,488
PAPUA NEW GUINEA,New Ireland Province,488
PAPUA NEW GUINEA,Bougainville (North Solomons),148
PAPUA NEW GUINEA,Bougainville (North Solomons),148
NEW GUINEA,"Abau Sub District, Central Province",47
AUSTRALIA,Western Australia,806
AUSTRALIA,Queensland,589
IRAN,Shat-Al-Arab River,664
CUBA,Guantanamo Province,297
AUSTRALIA,Queensland,589
NORTH PACIFIC OCEAN,Between Kwajalein Atoll & Johnston Island,126
AUSTRALIA,Torres Strait,749
GREECE,Attica,86
USA,Hawaii,315
USA,Hawaii,315
TURKEY,Adana Province,49
MID ATLANTIC OCEAN,UNKNOWN,763
IRAN,Bandar Ma’shur sea inlet,98
IRAN,Shatt-al-Arab River,665
IRAN,Shatt-al-Arab River,665
BAHAMAS,Bimini Islands,135
USA,US Virgin Islands,764
NORTHERN MARIANA ISLANDS,Saipan,636
IRAN,Shatt-al-Arab River,665
SOUTH AFRICA,Western Cape Province,808
KENYA,Coast Province,193
SENEGAL,Cap Vert Peninsula,164
PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",489
USA,Texas,741
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
USA,Florida,263
NEW GUINEA,Morobe Province,466
PAPUA NEW GUINEA,Bougainville (North Solomons),148
SOUTH AFRICA,Western Cape Province,808
AUSTRALIA,New South Wales,497
SOUTH AFRICA,KwaZulu-Natal,370
SENEGAL,UNKNOWN,763
AUSTRALIA,South Australia,681
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
AUSTRALIA,New South Wales,497
AUSTRALIA,Queensland,589
AUSTRALIA,Northern Territory,526
BRAZIL,Pernambuco,570
USA,Florida,263
USA,California,158
AUSTRALIA,Northern Territory,526
SOUTH AFRICA,KwaZulu-Natal,370
GREECE,Carpathian Sea,173
USA,Hawaii,315
AUSTRALIA,New South Wales,497
KENYA,Coast Province,193
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,New South Wales,497
PACIFIC OCEAN,UNKNOWN,763
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,Queensland,589
BAHAMAS,New Providence Island,496
BRAZIL,Rio de Janeiro,609
AUSTRALIA,New South Wales,497
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,South Australia,681
AUSTRALIA,Queensland,589
AUSTRALIA,Torres Strait,749
MARSHALL ISLANDS,Kwajalein,372
AUSTRALIA,New South Wales,497
ISRAEL,Gaza,273
AUSTRALIA,Queensland,589
IRAN,Khuzestan Province,363
IRAN,Khuzestan Province,363
INDIA,UNKNOWN,763
TANZANIA,Dar-es-Salaam ,222
AUSTRALIA,Queensland,589
AUSTRALIA,South Australia,681
AUSTRALIA,South Australia,681
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,Western Australia,806
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,Queensland,589
SOUTH AFRICA,Western Cape Province,808
AUSTRALIA,New South Wales,497
SOUTH AFRICA,Eastern Cape Province,244
SOUTH AFRICA,Western Cape Province,808
SOUTH AFRICA,Western Cape Province,808
PERSIAN GULF,"""Head of the Gulf""",12
HONG KONG,UNKNOWN,763
OKINAWA,UNKNOWN,763
JAPAN,Ryukyu,617
IRAN,Shatt-al-Arab River,665
IRAN / IRAQ,Shatt-al-Arab River,665
USA, North Carolina,6
PHILIPPINES,In transit between Tinian and Leyte,332
JAVA,Northern Java,522
AUSTRALIA,Queensland,589
USA,North Carolina,508
SOUTH AFRICA,KwaZulu-Natal,370
ISRAEL,Tel Aviv,737
JAMAICA,UNKNOWN,763
CUBA,Havana Province,314
PANAMA,Colon Province,197
IRAQ,Basrah,101
PHILIPPINES,300 miles east of Luzon,30
USA,Florida,263
SIERRA LEONE,Western Area,804
AUSTRALIA,Queensland,589
PHILIPPINES,UNKNOWN,763
 PHILIPPINES,Bernardino Strait near Gulf of Leyte,115
PHILIPPINES,Off Samar Island in the Gulf of Leyte,539
PHILIPPINES,UNKNOWN,763
UNKNOWN,UNKNOWN,763
AUSTRALIA,Queensland,589
USA,Maryland,436
CARIBBEAN SEA,UNKNOWN,763
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,Western Cape Province,808
NORTH PACIFIC OCEAN,UNKNOWN,763
USA,Florida,263
SAMOA,UNKNOWN,763
PANAMA,Caribbean Sea,171
NICARAGUA,Lake Nicaragua (fresh water),380
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,Western Cape Province,808
INDIA,UNKNOWN,763
SOUTH AFRICA,KwaZulu-Natal,370
AUSTRALIA,Western Australia,806
AUSTRALIA,New South Wales,497
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH PACIFIC OCEAN,UNKNOWN,763
ITALY,Adriatic Sea,52
NEW GUINEA,Pacific Ocean,558
SOUTH AFRICA,KwaZulu-Natal,370
USA,South Carolina,682
SOUTH AFRICA,Eastern Cape Province,244
PACIFIC OCEAN,Near the Fiji Islands,481
USA,Florida,263
PANAMA,Gulf of Panama,305
ITALY,40 miles south of Naples ,38
USA,Florida,263
PORTUGAL,UNKNOWN,763
MEXICO,Veracruz,778
AUSTRALIA,Tasmania,734
PACIFIC OCEAN,UNKNOWN,763
CENTRAL PACIFIC,UNKNOWN,763
CENTRAL PACIFIC,UNKNOWN,763
AUSTRALIA,Queensland,589
INDIAN OCEAN,UNKNOWN,763
USA,Hawaii,315
SOUTH AFRICA,KwaZulu-Natal,370
SIERRA LEONE,UNKNOWN,763
BRAZIL,UNKNOWN,763
PAPUA NEW GUINEA,Morobe Province,466
PACIFIC OCEAN,Northwest of Papua New Guinea,529
MEXICO,Veracruz,778
SOLOMON ISLANDS,UNKNOWN,763
IRAQ,UNKNOWN,763
USA,Hawaii,315
USA,Hawaii,315
USA,Hawaii,315
AUSTRALIA,New South Wales,497
SOUTH AFRICA,KwaZulu-Natal,370
SOUTH AFRICA,KwaZulu-Natal,370
SOLOMON ISLANDS,UNKNOWN,763
INDIAN OCEAN,UNKNOWN,763
SOLOMON ISLANDS,UNKNOWN,763
SOLOMON ISLANDS / VANUATU,UNKNOWN,763
SOLOMON ISLANDS,UNKNOWN,763
SOUTH AFRICA,Western Cape Province,808
PACIFIC OCEAN,Between Hawaii and U.S.A.,124
UNKNOWN,Off South American coast,540
