Area,Activity,Sex ,Age,Injury,Fatal(Y/N),Time,Species 
North Carolina,Swimming,F,15,Non_Fatal,N,Evening,"Bull shark, 1.8 m to 2.1 m [6' to 7'] "
Maryland,Shark Fishing,M,41,FATAL,Y,Evening,"Mako shark, 400-lb "
Pernambuco,Surfing,M,22,Non_Fatal,N,Afternoon,Bull or tiger shark
North Carolina,Standing,F,9,Non_Fatal,N,Evening,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark"
Florida,Surfing,M,28,Non_Fatal,N,Afternoon,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand
Florida,Surfing,M,50,Non_Fatal,N,Morning,Â  
KwaZulu-Natal between Port Edward and Port St Johns,Snorkeling (filming the sardine run),M,50,Non_Fatal,N,Afternoon,1.5 to 2.5 m [5' to 8.25'] copper shark
California,Surfing,M,24,Non_Fatal,N,Afternoon,3.7 m to 4.3 m [12' to 14'] white shark
Florida,Floating on a raft,M,16,Non_Fatal,N,Afternoon,1 m  shark
Florida,"Fishing, removing the shark from his line",M,55,Non_Fatal,N,Evening,3' blacktip shark
South Australia,Scallop diving (using surface-supplied air & a POD) ,M,23,FATAL,Y,Afternoon,"White shark, 6m [20']"
Florida,"Surfing, but standing in water alongside board",M,34,Non_Fatal,N,Morning,1.2 m [4'] shark
Abaco Islands,Standing,M,43,Non_Fatal,N,Morning,"Bull shark, 400-lb "
Florida,Wading,M,41,Non_Fatal,N,Afternoon,3'  shark
Florida,Swimming / Wading,M,29,Non_Fatal,N,Morning,0.9 m [3'] shark
Hawaii,Body-boarding,M,17,Non_Fatal,N,Afternoon,Tiger shark
Florida,Wading,F,11,Non_Fatal,N,Morning,Â  
Florida,Swimming /  boogie boarding,M,20,Non_Fatal,N,Afternoon,4' shark
Florida,Snorkeling,M,39,Non_Fatal,N,Morning,"Nurse shark, 1m "
Florida,Surfing,M,31,Non_Fatal,N,Morning,"Spinner shark, 3' to 4' "
Queensland,Surfing,M,33,Non_Fatal,N,Morning,"1.5 m [5'] ""whaler shark"""
New South Wales,Kayaking,M,35,Non_Fatal,N,Evening,C. leucas tooth fragment recovered from kayak
New South Wales,Surfing,M,20,Non_Fatal,N,Evening,"Tiger shark, 3 m [10']"
KwaZulu-Natal,Fishing,M,16,Non_Fatal,N,Morning,Zambesi shark?
KwaZulu-Natal,Surf skiing,M,26,Non_Fatal,N,Evening,Unidentified
Hawaii,Snorkeling,M,35,Non_Fatal,N,Afternoon,"Tiger shark, 1.8 m [6'] "
Queensland,Snorkeling,F,20,Non_Fatal,N,Afternoon,Bronze whaler shark?
Guerrero,Body surfing,M,26,Non_Fatal,N,Morning,"Tiger shark, 1.8 m [6']"
Florida,"Surfing, fell off surfboard & stepped on the shark.",M,21,Non_Fatal,N,Afternoon,4' shark
Florida,Wreck / Technical diving,M,42,FATAL,Y,Afternoon,Questionable incident - shark bite may have precipitated drowning
Florida,Boogie boarding,M,60,Non_Fatal,N,Afternoon,2' to 3.5' shark
North Carolina,Swimming ,M,28,FATAL,Y,Evening,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
North Carolina,Swimming,F,23,Non_Fatal,N,Evening,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
Florida,Wading,M,20,Non_Fatal,N,Afternoon,1.5 m [5'] shark
Virginia,Swimming ,M,10,FATAL,Y,Evening,bull shark
Abaco Islands,Spearfishing,M,44,Non_Fatal,N,Afternoon,3 m [10'] bull shark
Florida,Surfing,M,17,Non_Fatal,N,Afternoon,a small shark
Florida,Surfing,M,20,Non_Fatal,N,Afternoon,Possibly  a blacktip or spinner shark
Florida,Surfing,M,19,Non_Fatal,N,Afternoon,"3' shark, possibly  a blacktip or spinner shark"
Florida,Surfing,M,19,Non_Fatal,N,Morning,"Blacktip shark, 5' to 6' "
Grand Bahama Island,Spearfishing,M,43,Non_Fatal,N,Afternoon,1.9 m [6.5'] bull shark
Florida,Boogie boarding,M,18,Non_Fatal,N,Afternoon,0.9 m  [3'] shark
Florida,Swimming,M,8,Non_Fatal,N,Evening,"Bull shark, 2.3 m [7.5'] "
California,Spearfishing,M,52,Non_Fatal,N,Morning,"White shark, 2.4 m to 3 m [8' to 10'] "
South Carolina,Wading,F,29,Non_Fatal,N,Afternoon,2' shark
Florida,Surfing,M,45,Non_Fatal,N,Evening,1.2 m to 1.5 m [4' to 5'] shark
Florida,Surfing,M,12,Non_Fatal,N,Morning,Possibly a juvenile blacktip or spinner shark
Florida,Surfing,M,21,Non_Fatal,N,Afternoon,Possibly a juvenile blacktip or spinner shark
Florida,Body boarding,M,12,Non_Fatal,N,Afternoon,Possibly a juvenile blacktip or spinner shark
Florida,Surfing,M,22,Non_Fatal,N,Morning,Possibly a 1.5 m [5'] blacktip or spinner shark
Florida,Surfing,M,19,Non_Fatal,N,Evening,Possibly a juvenile blacktip or spinner shark
Eastern Cape Province,Surfing,M,46,Non_Fatal,N,Morning,"White shark, 2.7 m [9'] "
Florida,Standing alongside surfboard,M,26,Non_Fatal,N,Afternoon,"""small shark"""
New South Wales,Surfing,M,40,Non_Fatal,N,Morning,Bronze whaler shark
New South Wales,Surfing,M,40,Non_Fatal,N,Afternoon,"Bronze whaler shark, 2.5 m [8.25']  k"
Taveuni,Swimming back from anchored sailboat,M,47,FATAL,Y,Afternoon,6 m [20'] shark
Queensland,Spearfishing,M,38,Non_Fatal,N,Morning,"Bronze whaler shark, 2.5 m [8.25'] "
Florida,Swimming,M,73,Non_Fatal,N,Afternoon,1.2 m to 1.8 m [4' to 6'] shark
Western Australia,Swimming,M,52,Non_Fatal,N,Morning,"White shark, 4.9 m [16'] "
Western Australia,Swimming,M,49,FATAL,Y,Morning,"White shark, 5 m [16.5'] "
California,Surfing,M,27,Non_Fatal,N,Afternoon,"White shark, 2.4 m to 3 m [8' to 10'] "
Hawaii,Swimming / snorkeling,F,56,Non_Fatal,N,Morning,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
Florida,Surfing,M,17,Non_Fatal,N,Morning,2.1 to 2.4 m [7' to 8'] shark
Florida,Surfing,M,23,Non_Fatal,N,Afternoon,"Blacktip shark, 2' "
South Australia,Surfing,M,17,FATAL,Y,Afternoon,White shark
South Australia,Surfing,M,25,FATAL,Y,Morning,"White shark, 4 m to 5 m [13' to 16.5'] "
Miyako Island,Surfing,M,31,FATAL,Y,Evening,"White shark, 2.5 m "
Florida,Swimming / Body surfing,M,25,Non_Fatal,N,Afternoon,60 cm to 90 cm [2' to 3'] shark
Western Cape Province,Free diving,M,48,Non_Fatal,N,Morning,"White shark, 3.5 m [11.5']  male "
Florida,Wading,M,40,Non_Fatal,N,Morning,1.5 m [5'] shark
Saint-Pierre,Surfing,M,27,Non_Fatal,N,Evening,"Tiger shark, 3 m [10'] "
Florida,Swimming,M,47,Non_Fatal,N,Afternoon,A 2' shark was seen in the area by witnesses
Florida,Jumped into the water,M,69,FATAL,Y,Afternoon,"Thought to involve a 2.7 m [9'], 400-lb bull shark"
Hawaii,"Windsurfing, but sitting on his board",M,53,Non_Fatal,N,Morning,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  "
Florida,Surfing / Wading,M,27,Non_Fatal,N,Afternoon,juvenile shark
Florida,Standing,F,44,Non_Fatal,N,Afternoon,"Blacktip shark, 2.4 m to 3 m [8' to 10'] "
North Carolina,Playing,F,12,Non_Fatal,N,Afternoon,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?"
Florida,"Spearfishing, holding mesh bag with speared fish",F,55,Non_Fatal,N,Afternoon,"Nurse shark, 1.2 m [4'] "
Florida,Wading,F,13,Non_Fatal,N,Evening,0.9 m [3'] shark
Florida,Standing,F,19,Non_Fatal,N,Afternoon,"0.9 m [3'] shark,  probably a blacktip or spinner shark"
Texas,Surfing,M,17,Non_Fatal,N,Afternoon,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] "
Alabama,Swimming,M,55,Non_Fatal,N,Morning,Bull shark?
Alabama,Swimming ,M,44,Non_Fatal,N,Morning,Bull shark
Queensland,Swimming,M,26,Non_Fatal,N,Afternoon,2.5 m shark
Florida,Boogie boarding,F,14,Non_Fatal,N,Morning,1.8 m [6'] shark
Florida,Surfing,M,37,Non_Fatal,N,Afternoon,1.2 m [4'] shark
North Province,Spearfishing,M,35,FATAL,Y,Morning,Tiger shark?
Louisiana,Spearfishing,M,39,Non_Fatal,N,Afternoon,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] "
Rio de Janeiro,Spearfishing,M,39,Non_Fatal,N,Morning,Shark involvement not confirmed
Hawaii,Swimming,F,51,Non_Fatal,N,Evening,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
Rio de Janeiro,"Spearfishing, but swimming at surface",M,39,Non_Fatal,N,Morning,1.3 to 1.6 m shark
Hawaii,"Surfing, lying on surfboard",M,16,Non_Fatal,N,Evening,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
California,Kayaking,M,37,Non_Fatal,N,Evening,White shark
Florida,Surfing,M,28,Non_Fatal,N,Afternoon,"""a small shark"""
Ralik Chain,Fishing,M,23,Non_Fatal,N,Morning,7' shark
South Carolina,Lying prone in 2' of water,M,10,Non_Fatal,N,Evening,1.8 m [6'] shark
Florida,Body surfing,M,62,Non_Fatal,N,Morning,4' to 5' shark
Abaco Islands,Spearfishing & holding catch,M,35,Non_Fatal,N,Evening,2.7 m [9']  bull shark or Caribbean reef shark
Western Cape Province,Surfing,M,42,Non_Fatal,N,Afternoon,"White shark, 3 m to 5 m [10' to 16.5'] "
Florida,Swimming with dolphins,M,43,Non_Fatal,N,Evening,"Bull shark, 2.1 m [7']"
Hawaii,Surfing,M,43,Non_Fatal,N,Morning,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
Western Cape Province,Boogie boarding,M,14,FATAL,Y,Morning,White shark
Florida,Wading in school of baitfish,F,30,Non_Fatal,N,Afternoon,"Blacktip shark, 1.8 m [6'] "
Eastern Cape Province,Surfing,M,29,Non_Fatal,N,Morning,"White shark, 4 m [13'] "
Florida,Surfing,M,21,Non_Fatal,N,Morning,3' to 4' shark
Florida,Splashing / wading,M,5,Non_Fatal,N,Afternoon,Blacktip or spinner shark
South Australia,Windsurfing,M,22,FATAL,Y,Afternoon,Thought to involve a white shark
Pernambuco,Surfing,M,21,Non_Fatal,N,Afternoon,"Tiger shark, 2.5 m [8.25']"
Grand Baie,Swimming,F,41,Non_Fatal,N,Morning,"Grey reef shark, 1.5 m "
L' Etang SalÃ©-les-Bains,Swimming after being swept into sea by a large wave,M,52,FATAL,Y,Morning,3 bull sharks
Hawaii,Swimming near pod of whales,F,29,Non_Fatal,N,Morning,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity
New South Wales,Surfing,M,35,Non_Fatal,N,Evening,Bronze whaler or tiger shark
Florida,Surfing,M,25,Non_Fatal,N,Afternoon,Spinner shark
Western Cape Province,Spearfishing,M,30,Non_Fatal,N,Afternoon,"White shark, 4.6 m [15'] "
Eastern Cape Province,Surfing,M,18,Non_Fatal,N,Evening,Possibly a white shark
Florida,Swimming,M,9,FATAL,Y,Afternoon,Tiger shark
Florida,Surfing,M,14,Non_Fatal,N,Morning,1.2 m [4'] shark
Florida,Walking,M,13,Non_Fatal,N,Evening,"A ""small shark"""
Pernambuco,Surfing,M,22,FATAL,Y,Evening,Though to involve a white shark
Florida,Surfing,M,26,Non_Fatal,N,Evening,3' to 4' shark
California,Boogie boarding,M,16,Non_Fatal,N,Afternoon,"White shark, 5 m to 6 m [16.5' to 20'] "
Berry Islands,Spearfishing,M,28,Non_Fatal,N,Afternoon,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] "
Western Cape Province,Spearfishing,M,24,Non_Fatal,N,Afternoon,"White shark, 4.9 m [16']"
Eastern Cape Province,Surfing,M,16,Non_Fatal,N,Morning,5' to 6' shark
South Australia,Free diving for abalone,M,26,FATAL,Y,Afternoon,Thought to involve a 5.5 m white shark named Kong
Eastern Cape Province,Body Boarding,M,20,FATAL,Y,Morning,White shark
Eastern Cape Province,Body boarding,M,15,Non_Fatal,N,Evening,3 m to 4 m [10' to 13'] white shark
Eastern Cape Province,Body boarding,M,16,Non_Fatal,N,Afternoon,Unidentified
Florida,Surfing,M,40,Non_Fatal,N,Morning,"Lemon shark, 1.5 m [5'], identified  by the surfer"
Florida,Swimming,F,14,Non_Fatal,N,Afternoon,"1.8 m [6'] shark, possibly a blacktip"
Western Cape Province,Body boarding,M,22,Non_Fatal,N,Afternoon,4 m [13'] white shark
Gaza,Towing rubber dinghy,F,35,FATAL,Y,Afternoon,3 m [10'] shark
Oregon,Surfing (lying prone on his board),M,50,Non_Fatal,N,Morning,5 m [16.5'] white shark
Western Cape Province,Snorkeling â€“ hunting crayfish and abalone,M,33,Non_Fatal,N,Evening,3 m [10'] white shark
Florida,Swimming or paddle boarding,M,32,Non_Fatal,N,Morning,5' spinner shark
Maputo Province,Surfing,M,23,Non_Fatal,N,Afternoon,Small dusky shark or blackfin shark
Western Cape Province,Spearfishing,M,39,FATAL,Y,Afternoon,White shark
Western Australia,Scuba diving (submerged riding a scooter),M,42,Non_Fatal,N,Morning,White shark
Hawaii,Body boarding or surfing,M,19,Non_Fatal,N,Morning,"Tiger shark, 4 m to 4.3 m [13' to 14'] "
Florida,Surfing,M,23,Non_Fatal,N,Evening,Possibly a blacktip shark
Florida,Surfing,M,12,Non_Fatal,N,Evening,1.2 m to 1.5 m [4' to 5'] shark
California,Surfing (sitting on his board),M,29,Non_Fatal,N,Afternoon,5 m [16.5'] white shark
Florida,Body surfing,M,17,Non_Fatal,N,Afternoon,juvenile shark
Florida,Wading / Surfing,M,19,Non_Fatal,N,Morning,"""juvenile shark"""
Eastern Cape Province,Surfing,M,25,FATAL,Y,Afternoon,4.5 m white shark
South Carolina,Standing,M,50,Non_Fatal,N,Evening,Blacktip shark
Taveuni,Snorkeling,F,47,Non_Fatal,N,Afternoon,"Tiger shark, 2.7m  [9']"
Florida,Surfing,M,18,Non_Fatal,N,Evening,Possibly a spinner shark
Florida,"Body surfing, stood up on sandbar",M,33,Non_Fatal,N,Morning,1.2 m [4'] shark (spinner shark?)
Florida,Spearfishing,M,35,Non_Fatal,N,Morning,4' shark
Florida,Surfing,M,34,Non_Fatal,N,Morning,Possibly a sand shark
Florida,Surfing,M,12,Non_Fatal,N,Morning,Possibly a sand shark
Queensland,Scuba diving,M,30,Non_Fatal,N,Afternoon,"Tiger shark, 2m to 3m "
Queensland,Snorkeling,M,27,Non_Fatal,N,Morning,1.8 m to 2.1 m [6' to 7'] shark
Western Australia,Windsurfing,M,41,FATAL,Y,Evening,"Tiger shark, 4.5 m [14'9""]"
California,Surfing,M,45,Non_Fatal,N,Morning,3 m to 5 m [10' to 16.5'] white shark
California,Surfing,M,22,Non_Fatal,N,Afternoon,5.5 m to 6 m [18' to 20'] white shark
Florida,Surfing,M,21,Non_Fatal,N,Morning,1.2 m [4'] shark
California,Surfing,M,31,Non_Fatal,N,Morning,5 m [16.5'] white shark
Chatham Islands ,Diving for abalone,M,23,Non_Fatal,N,Morning,White shark
Florida,Surfing / Swimming,M,19,Non_Fatal,N,Afternoon,"""a young shark"""
KwaZulu-Natal,Spearfishing,M,29,Non_Fatal,N,Morning,White shark
Hawaii,Body Boarding,M,19,Non_Fatal,N,Afternoon,"Tiger shark, 2.4 m [8'] "
California,Free diving for abalone,M,36,Non_Fatal,N,Morning,6 m [20'] white shark
Florida,Wade fishing,M,21,Non_Fatal,N,Afternoon,1.8 m to 2.1 m [6' to 7'] hammerhead shark
Florida,Standing,F,63,Non_Fatal,N,Afternoon,5' to 6' shark
Western Cape Province,Surfing,M,17,Non_Fatal,N,Afternoon,2.5 m [8.25'] white shark 
Florida,Surfing,M,22,Non_Fatal,N,Afternoon,1.2 m [4'] shark
Florida,Surfing,M,27,Non_Fatal,N,Morning,60 cm to 90 cm [2' to 3'] blacktip or spinner shark
Queensland,Swimming breast stoke,F,47,Non_Fatal,N,Morning,Tiger shark
New South Wales,Dived naked into the water on a bet,M,24,Non_Fatal,N,Evening,Bronze whaler shark
New South Wales,Swimming,M,7,Non_Fatal,N,Afternoon,"""reef shark"""
Hawaii,Swimming with mask & snorkel,M,53,Non_Fatal,N,Afternoon,Possibly a tiger shark
Saint-Paul ,Surfing,M,25,FATAL,Y,Afternoon,"Tiger shark, 300-kg [662-lb] "
Queensland,Playing / standing,F,15,Non_Fatal,N,Afternoon,4 m shark
Florida,Surfing,M,39,Non_Fatal,N,Morning,1.2 m to 1.5 m [4' to 5']   shark
Florida,Surfing,M,14,Non_Fatal,N,Morning,1.5 to 1.8 m [5' to 6'] shark
California,Windsurfing,M,25,Non_Fatal,N,Evening,4 m [13'] white shark
Western Australia,Abalone diving using Hookah (near calving whales),M,29,FATAL,Y,Afternoon,White shark
California,Abalone diving using Hookah (resting on the surface),M,32,Non_Fatal,N,Afternoon,3 m to 4 m [10' to 13'] white shark
Florida,Surfing,M,16,Non_Fatal,N,Evening,5' shark
Florida,Surfing,M,18,Non_Fatal,N,Afternoon,"""a small shark"""
North Carolina,Swimming,M,16,Non_Fatal,N,Evening,1.2 m to 1.5 m [4' to 5'] shark
North Carolina,Swimming ,M,23,Non_Fatal,N,Afternoon,"""sand"" shark"
Florida,Surfing,M,19,Non_Fatal,N,Evening,"""small shark"""
Vavaâ€™u,Fishing,M,18,Non_Fatal,N,Afternoon,"""small shark"""
Florida,Wading,M,20,Non_Fatal,N,Morning,1.8 m [6'] shark
Florida,Body boarding,M,12,Non_Fatal,N,Afternoon,1.2 m to 1.5 m [4' to 5'] shark
California,Scuba diving (ascending using scooter),M,31,Non_Fatal,N,Evening,6 m [20'] white shark
Florida,Swimming,M,45,Non_Fatal,N,Evening,1.8 m [6'] shark
Florida,Swimming,F,10,Non_Fatal,N,Afternoon,6' shark
Hawaii,Swimming,M,38,Non_Fatal,N,Morning,"Tiger shark, 3.7 m [12'] "
New Territories,Swimming,M,29,FATAL,Y,Afternoon,1.8 m to 2.1 m [6' to 7'] shark
Aichi Prefecture,Scuba diving for bivalves,M,47,FATAL,Y,Morning,6 m [20'] white shark
South Australia,Surfing,M,35,Non_Fatal,N,Morning,"Bronze whaler shark, 2 m "
Eastern Cape Province,Swimming,M,22,Non_Fatal,N,Evening,Raggedtooth shark
KwaZulu-Natal,Swimming,M,14,FATAL,Y,Evening,"Tiger shark, 1.8 m [6'] "
Western Cape Province,Body boarding,M,26,Non_Fatal,N,Afternoon,5.5 m [18'] white shark
California,Commercial diver (submerged or treading water),M,42,FATAL,Y,Morning,5 m to 5.5 m [16.5' to 18'] white shark
Hawaii,"Surfing, paddling seawards",F,34,Non_Fatal,N,Morning,2.7 m [9'] shark
Florida,Wading,F,9,Non_Fatal,N,Afternoon,Thought to involve a small sand shark
Oregon,Surfing,M,43,Non_Fatal,N,Afternoon,5 m [16.5'] white shark
Hawaii,Jumped off rocks into white water,F,12,Non_Fatal,N,Morning,Small shark
Saint-Denis,Windsurfing,M,24,FATAL,Y,Afternoon,3 to 3.5 m [10' to 11.5'] bull shark
Eastern Cape Province,Surfing,M,22,FATAL,Y,Afternoon,4 m [13'] white shark
Eastern Cape Province,Surfing,M,31,Non_Fatal,N,Afternoon,4 m [13'] white shark
Florida,Surfing,M,15,Non_Fatal,N,Afternoon,"""small shark"""
Grand Bahama Island,Spearfishing,M,30,Non_Fatal,N,Afternoon,1.8 m [6'] shark
Florida,Surfing,M,28,Non_Fatal,N,Morning,1.2 m [4'] spinner shark
Florida,Surfing,M,22,Non_Fatal,N,Morning,>1.8 m [6'] shark
Florida,Surfing,M,23,Non_Fatal,N,Afternoon,1.2 m [4'] shark
Eastern Cape Province,Surfing,M,15,Non_Fatal,N,Afternoon,3 m [10'] white shark
KwaZulu-Natal,Swimming ,M,33,Non_Fatal,N,Afternoon,"1.3 m [4'3""] shark"
Western Australia,Hookah diving,M,27,FATAL,Y,Afternoon,Tiger shark caught 6 days later with diverâ€™s remains in its gut
California,Surfing,M,26,Non_Fatal,N,Afternoon,4 m to 5 m [13' to 16.5'] white shark
Florida,Swimming,F,26,Non_Fatal,N,Morning,3 m [10'] bull shark
California,Kayaking,F,34,Non_Fatal,N,Afternoon,>6 m [20'] white shark
Western Cape Province,Spearfishing,M,36,Non_Fatal,N,Morning,3 m [10'] white shark
Costa Blanca,Swimming,M,69,Non_Fatal,N,Morning,1.2 m [4'] shark
Walkers Cay,Spearfishing,M,51,Non_Fatal,N,Evening,1.8 m [6'] blacktip shark or Caribbean reef shark
North Carolina,Riding floatation device,F,19,Non_Fatal,N,Morning,Bull shark
California,Free diving for abalone (ascending),M,39,Non_Fatal,N,Afternoon,5.5 m to 6 m [18' to 20']  white shark
Eastern Cape Province,Surfing,M,28,Non_Fatal,N,Afternoon,4 m [13'] white shark
Florida,Playing,F,12,Non_Fatal,N,Evening,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered "
Hawaii,Paddling on surfboard or body board,M,22,Non_Fatal,N,Morning,Thought to involve a tiger shark
New South Wales,Scuba diving,M,31,FATAL,Y,Morning,Remains recovered from 5.5 m [18'] white shark
Tasmania,Scuba diving at seal colony,F,34,FATAL,Y,Morning,5 m [16.5'] white shark
North Carolina,Swimming,F,60,Non_Fatal,N,Evening,6' shark
Hawaii,Paddling on surfboard,M,35,Non_Fatal,N,Afternoon,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)"
California,Free diving & spearfishing (ascending),M,55,Non_Fatal,N,Afternoon,White shark
Queensland,Fishing,M,69,Non_Fatal,N,Afternoon,"Bronze whaler shark, 1.5 m "
Queensland,Spearfishing,M,21,Non_Fatal,N,Morning,1.5 m shark
Oregon,Surfing,M,29,Non_Fatal,N,Afternoon,6 m [20'] white shark
Hawaii,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,10,Non_Fatal,N,Morning,"Tiger shark, 2.4 m [8']"
Hawaii,Lying on surfboard,M,30,Non_Fatal,N,Evening,"Tiger shark, 3 m to 4.9 m [10' to 16'] "
California,Spearfishing / free diving,M,31,Non_Fatal,N,Afternoon,"Mako shark, 1.8 m [6']  "
Florida,Surfing,M,19,Non_Fatal,N,Morning,6' to 7' blacktip shark
Florida,Surfing,M,24,Non_Fatal,N,Afternoon,1.8 m [6'] shark
California,Kayaking,M,46,Non_Fatal,N,Afternoon,5 m to 6 m white shark
California,Scuba diving (submerged),M,40,Non_Fatal,N,Afternoon,Unidentified shark
Hawaii,Body boarding,M,18,FATAL,Y,Morning,"Tiger shark, 3 m to 3.7 m [10' to 12'] "
California,Hookah diving for sea urchins,M,40,Non_Fatal,N,Morning,2.5 m [8.25'] white shark
Hawaii,Surfing,M,28,Non_Fatal,N,Morning,"Tiger shark, 4.3 m [14'] "
Queensland,Surfing,M,28,FATAL,Y,Afternoon,4.2 m white shark
Oregon,Surfing,M,20,Non_Fatal,N,Evening,4 m to 5 m [13' to 16.5']  white shark 
South Australia,Surfing,M,17,Non_Fatal,N,Evening,4 m white shark
California,Surfing,M,22,Non_Fatal,N,Evening,5.5 m to 6 m [18' to 20'] white shark
Florida,Standing,F,42,Non_Fatal,N,Afternoon,"""a small shark"""
Saint-Paul,Surfing,M,16,FATAL,Y,Afternoon,Bull shark or lemon shark
Eastern Cape Province,Surfing,M,35,Non_Fatal,N,Afternoon,>2 m shark
Hawaii,"Surfing, paddling seawards",F,36,Non_Fatal,N,Morning,Tiger shark
Ehime Prefecture,Hookah diving for pen shells ,M,41,FATAL,Y,Afternoon,"5 m [16.5'] white shark, identification by K. Nakaya"
Oregon,Surfing (sitting on his board),M,21,Non_Fatal,N,Morning,Said to involve a 6 m to 7 m [20' to 23'] white shark
New South Wales,Boogie boarding,M,19,Non_Fatal,N,Evening,"Bronze whaler shark, 2.3 m [7.5'] "
KwaZulu-Natal,Swimming ,M,19,Non_Fatal,N,Evening,"Zambesi shark, 1.7 m [5.5'] "
KwaZulu-Natal,Spearfishing,M,36,Non_Fatal,N,Evening,Possibly a 1.5 m [5'] blacktip shark
California,Hookah diving for sea urchins,M,25,Non_Fatal,N,Afternoon,6 m [20'] white shark
Hawaii,Snorkeling,F,41,FATAL,Y,Morning,"Tiger shark, 2.4 m 3.4 m [8' to 11']  "
Florida,Surfing,M,21,Non_Fatal,N,Morning,1.8 m [6'] shark
California,Surfing,M,32,Non_Fatal,N,Morning,5 m to 6 m [16.5' to 20'] white shark
South Australia,Scuba diving,M,19,FATAL,Y,Afternoon,4 m [13'] white shark
Queensland,Finning the shark that bit him,M,36,Non_Fatal,N,Afternoon,"3 m [10'], 270- kg [595-lb] shark"
South Carolina,Swimming,M,23,Non_Fatal,N,Afternoon,sand shark
Florida,Wading,F,10,Non_Fatal,N,Afternoon,3' shark
Ligurian Sea,Canoeing,F,40,Non_Fatal,N,Afternoon,4 m [13'] white shark
L'Etang-SalÃ©,Surfing,M,30,Non_Fatal,N,Evening,"Tiger shark, 3 to 4 m [10' to 13'] "
California,Surfing,M,32,Non_Fatal,N,Morning,5 m [16.5'] white shark
Florida,Swimming behind sailboat,M,31,Non_Fatal,N,Morning,2.7 m [9'] bull or lemon shark
Port Shelter,Swimming ,F,65,FATAL,Y,Morning,"Tiger shark, >3 m [10']"
Hawaii,Sitting on surfboard,M,23,Non_Fatal,N,Afternoon,2.4 m [8'] shark
Florida,"Surfing, collided with shark",M,22,Non_Fatal,N,Morning,1.2 m to 1.5 m [4' to 5'] shark
Oregon,Surfing,M,38,Non_Fatal,N,Morning,5.5 m [18'] white shark
Western Cape Province,Spearfishing,M,20,Non_Fatal,N,Afternoon,5.5 m [18'] white shark
Florida,Surfing,M,24,Non_Fatal,N,Morning,5' shark
Florida,Surfing,M,50,Non_Fatal,N,Afternoon,1.8 m [6'] shark 
Florida,Surfing,M,25,Non_Fatal,N,Afternoon,4' spinner shark
Hawaii,Surfing,M,43,Non_Fatal,N,Afternoon,"Tiger shark, 3.7 m [12'] "
Florida,Surfing,M,19,Non_Fatal,N,Afternoon,1.8 m to 2.4 m [6' to 8'] shark
Western Cape Province,Spearfishing,M,26,Non_Fatal,N,Afternoon,5 m  [16.5'] white shark
California,"Free diving / spearfishing, from paddleboard & floating on the surface",M,49,Non_Fatal,N,Afternoon,White shark
California,Kayaking,M,44,Non_Fatal,N,Evening,2.5 m to 3 m [8.25' to 10']  white shark
California,Surfing,M,22,Non_Fatal,N,Afternoon,5 m to 6 m [16.5' to 20'] white shark
Western Cape Province,Scuba diving (but on surface),F,21,FATAL,Y,Afternoon,"4.5 m [14'9""] white shark"
Eastern Cape Province,Resting on surfboard,M,22,Non_Fatal,N,Afternoon,"5.5 m [18'] white shark, identified by witnesses & tooth marks"
Eastern Cape Province,Lying on surfboard & paddling,M,23,Non_Fatal,N,Afternoon,"2.3 m [7.5'] white shark, identified by M. Smale"
Queensland,Surfing,M,31,Non_Fatal,N,Morning,"Tiger shark, 3 m "
Western Cape Province,Free diving & spearfishing,M,29,FATAL,Y,Afternoon,White shark
Tasmania,Surfing,M,17,Non_Fatal,N,Afternoon,2.7 m [9'] white shark
Texas,Surfing,M,12,Non_Fatal,N,Evening,4' shark
Western Cape Province,Free diving,M,29,Non_Fatal,N,Afternoon,"White shark, identified by tooth pattern"
Florida,"Fishing, stepped on hooked shark's head",M,51,Non_Fatal,N,Afternoon,150-lb shark
California,Hookah diving for abalone (descending),M,38,Non_Fatal,N,Afternoon,4 m to 5 m [13' to 16.5']  white shark
Queensland,Feeding fish,M,30,Non_Fatal,N,Afternoon,Grey nurse shark
Western Cape Province,Surfing,M,21,Non_Fatal,N,Morning,>3.4 m [11'] white shark
New South Wales,Surfing,M,17,Non_Fatal,N,Morning,"Bronze whaler shark, 3 m [10'] "
